Packet_Count,Sub_0,Sub_1,Sub_2,Sub_3,Sub_4,Sub_5,Sub_6,Sub_7,Sub_8,Sub_9,Sub_10,Sub_11,Sub_12,Sub_13,Sub_14,Sub_15,Sub_16,Sub_17,Sub_18,Sub_19,Sub_20,Sub_21,Sub_22,Sub_23,Sub_24,Sub_25,Sub_26,Sub_27,Sub_28,Sub_29,Sub_30,Sub_31,Sub_32,Sub_33,Sub_34,Sub_35,Sub_36,Sub_37,Sub_38,Sub_39,Sub_40,Sub_41,Sub_42,Sub_43,Sub_44,Sub_45,Sub_46,Sub_47,Sub_48,Sub_49,Sub_50,Sub_51,Sub_52,Sub_53,Sub_54,Sub_55,Sub_56,Sub_57,Sub_58,Sub_59,Sub_60,Sub_61,Sub_62,Sub_63
163,95,5,0,0,0,0,6,7,7,7,8,8,7,7,6,7,7,9,9,9,9,9,7,7,8,8,7,8,9,7,8,10,0,11,8,9,12,10,11,14,11,13,9,12,13,12,13,14,14,14,14,15,16,16,14,13,17,15,17,0,0,0,0,0
164,95,5,0,0,0,0,8,7,9,8,8,7,7,7,7,9,7,8,5,9,8,9,9,8,9,10,9,9,7,7,11,9,0,8,11,13,11,11,12,13,12,11,11,12,13,13,15,15,13,15,16,16,14,16,15,16,17,17,16,0,0,0,0,0
165,95,5,0,0,0,0,7,9,7,9,10,9,8,7,10,9,6,9,7,9,9,7,10,7,6,13,9,11,7,10,10,9,0,9,11,10,10,12,11,13,11,12,14,13,12,14,11,15,14,16,13,14,14,15,16,15,17,16,15,0,0,0,0,0
166,95,5,0,0,0,0,7,9,8,7,7,10,10,9,9,9,9,8,11,7,7,10,7,10,8,11,7,11,7,8,8,10,0,10,11,12,12,10,10,11,13,12,12,13,13,13,14,14,14,15,16,16,14,15,16,16,18,17,18,0,0,0,0,0
167,95,5,0,0,0,0,9,7,8,9,7,9,8,9,8,7,10,9,9,8,7,9,9,8,10,8,7,10,10,12,9,11,0,11,12,11,12,11,12,13,13,13,12,13,13,15,13,15,14,15,14,17,15,16,16,16,16,17,17,0,0,0,0,0
168,95,5,0,0,0,0,9,8,8,10,9,8,9,8,11,9,9,9,8,9,8,10,11,10,9,10,10,11,9,11,11,10,0,11,11,13,11,12,13,13,13,14,12,15,13,14,15,17,17,16,16,16,16,16,17,15,18,18,18,0,0,0,0,0
169,95,5,0,0,0,0,8,6,9,9,6,8,9,8,9,8,7,9,10,7,8,8,11,8,9,9,8,10,9,8,12,10,0,11,12,12,11,10,12,11,12,13,14,13,15,14,14,13,15,15,16,15,15,17,17,15,17,17,18,0,0,0,0,0
170,95,5,0,0,0,0,9,9,8,8,8,9,9,6,8,7,11,11,10,8,10,10,9,9,8,10,10,9,11,10,10,10,0,11,12,12,11,11,12,12,11,12,14,15,12,14,13,15,15,14,16,16,16,15,15,16,16,17,18,0,0,0,0,0
171,95,5,0,0,0,0,7,7,7,9,9,9,9,7,8,8,8,9,8,8,10,10,9,7,9,11,8,9,11,11,10,9,0,11,11,13,11,12,12,13,11,13,13,14,14,15,16,14,16,14,16,15,14,17,14,15,17,16,17,0,0,0,0,0
172,95,5,0,0,0,0,7,7,7,8,8,7,6,8,9,9,9,9,9,7,10,9,8,9,10,10,10,10,10,10,11,10,0,13,13,12,11,12,11,12,14,14,13,13,13,15,15,14,16,15,15,16,17,17,17,17,15,18,18,0,0,0,0,0
173,95,5,0,0,0,0,7,7,7,7,7,8,8,7,9,7,9,10,8,9,9,9,10,10,9,9,9,9,10,10,10,10,0,11,11,11,14,12,12,12,14,14,13,14,13,14,15,15,16,16,17,16,17,16,17,17,17,17,18,0,0,0,0,0
174,95,5,0,0,0,0,7,9,10,7,8,9,8,7,7,8,7,9,9,7,9,12,8,8,8,9,10,10,10,9,12,11,0,13,13,14,12,13,11,13,13,14,15,14,13,16,14,16,15,15,17,17,15,15,17,18,16,17,16,0,0,0,0,0
175,95,5,0,0,0,0,7,8,8,9,10,10,9,8,9,10,10,10,8,12,10,9,9,10,9,10,10,13,11,11,13,10,0,10,13,13,14,13,13,13,15,15,15,15,15,15,15,17,16,17,17,16,19,17,17,18,18,18,18,0,0,0,0,0
176,95,5,0,0,0,0,8,7,8,7,7,8,7,6,9,7,9,7,8,8,10,9,9,9,9,9,9,10,8,12,11,10,0,9,12,12,11,12,12,14,14,13,13,14,13,15,16,16,15,15,16,15,17,16,17,17,16,18,17,0,0,0,0,0
177,95,5,0,0,0,0,7,7,10,8,9,7,6,8,9,10,9,8,9,7,9,9,8,10,9,10,10,12,10,9,12,12,0,13,11,14,14,13,14,14,14,13,12,15,15,13,15,16,17,17,18,17,18,17,18,18,18,19,17,0,0,0,0,0
178,95,5,0,0,0,0,7,7,7,8,7,8,9,9,9,8,10,9,9,8,10,9,11,11,9,8,8,9,10,10,10,12,0,13,13,10,12,11,14,12,14,13,14,15,13,14,13,15,17,15,16,17,16,17,17,15,16,18,16,0,0,0,0,0
179,95,5,0,0,0,0,7,8,7,8,7,9,8,6,8,8,8,8,9,8,9,9,9,9,10,10,9,9,8,10,10,12,0,10,11,12,13,11,13,12,12,12,13,14,14,14,16,13,14,13,16,16,15,16,17,15,18,16,16,0,0,0,0,0
180,95,5,0,0,0,0,6,7,6,8,8,7,9,7,7,10,8,9,9,10,9,7,10,9,10,9,8,10,8,8,9,10,0,10,12,12,10,12,12,12,13,13,10,13,14,15,15,14,15,15,14,17,16,15,16,16,17,16,16,0,0,0,0,0
181,95,5,0,0,0,0,5,6,7,8,6,7,7,7,6,9,9,8,8,7,9,8,10,9,11,7,10,8,7,11,10,11,0,8,9,11,10,11,13,12,11,13,13,14,12,13,15,12,14,16,14,15,14,17,17,15,17,15,16,0,0,0,0,0
182,95,5,0,0,0,0,7,8,9,9,10,8,9,7,7,8,10,10,9,8,9,9,9,10,11,9,9,9,11,11,12,11,0,10,13,11,12,13,12,13,13,13,12,13,13,14,13,14,15,16,14,17,17,15,17,15,18,17,16,0,0,0,0,0
183,95,5,0,0,0,0,6,9,6,8,8,9,7,9,9,8,10,10,9,9,10,10,10,9,9,9,11,10,10,10,10,10,0,12,12,12,13,12,13,13,14,13,14,14,12,14,14,14,17,15,16,16,16,15,15,16,18,16,18,0,0,0,0,0
184,95,5,0,0,0,0,8,7,9,10,9,9,9,9,10,8,10,12,9,9,9,10,10,7,10,9,8,11,11,9,12,13,0,14,13,11,12,13,13,13,14,15,15,14,15,14,16,15,18,15,16,16,18,19,18,16,18,17,18,0,0,0,0,0
185,95,5,0,0,0,0,9,8,9,10,10,9,8,8,9,12,11,9,9,8,11,10,10,10,10,10,9,9,12,10,12,12,0,13,14,12,13,12,12,13,14,14,15,15,15,14,15,16,16,18,17,18,18,17,19,18,19,17,19,0,0,0,0,0
186,95,5,0,0,0,0,8,7,7,7,8,9,7,7,9,8,8,7,8,7,9,10,11,9,9,9,9,12,8,10,9,10,0,12,11,12,10,11,14,13,13,12,13,12,13,14,16,14,16,16,15,16,15,17,18,17,17,17,17,0,0,0,0,0
187,95,5,0,0,0,0,6,8,8,7,8,7,9,6,8,8,8,8,8,8,7,9,10,9,12,10,8,8,8,10,10,10,0,10,11,13,10,13,14,12,13,14,11,14,14,15,15,14,15,17,15,17,17,16,16,17,16,16,16,0,0,0,0,0
188,95,5,0,0,0,0,7,9,9,9,9,9,8,9,9,8,7,8,8,7,8,9,8,8,9,9,8,10,11,9,10,10,0,11,11,12,13,12,12,13,11,11,13,14,13,13,14,14,15,16,15,16,15,16,18,17,17,17,18,0,0,0,0,0
189,95,5,0,0,0,0,8,7,9,10,9,11,9,8,10,8,11,12,11,10,10,10,10,8,10,10,12,12,11,12,13,11,0,13,11,13,11,13,13,13,16,13,13,15,17,14,16,17,18,15,17,19,18,18,18,18,20,18,20,0,0,0,0,0
190,95,5,0,0,0,0,8,8,8,8,8,9,9,9,10,8,10,8,11,9,8,10,10,10,10,10,10,8,10,11,13,11,0,12,13,13,11,12,12,13,13,12,13,15,15,14,16,16,16,16,17,17,17,18,17,17,18,18,19,0,0,0,0,0
191,95,5,0,0,0,0,7,7,9,7,9,5,9,9,9,8,8,7,8,8,8,8,9,10,9,10,10,9,9,11,9,8,0,11,10,10,12,12,12,14,12,11,11,15,14,14,14,14,13,15,14,16,14,16,17,16,17,15,16,0,0,0,0,0
192,95,5,0,0,0,0,9,11,9,11,9,10,9,10,10,10,10,10,11,9,9,10,12,9,11,10,10,13,11,10,12,12,0,13,12,13,13,14,13,15,13,14,14,15,16,15,16,17,19,17,19,19,17,19,19,19,21,20,21,0,0,0,0,0
193,95,5,0,0,0,0,7,7,6,7,6,8,7,8,7,7,7,8,7,8,10,8,8,8,10,10,7,7,10,8,6,10,0,8,8,14,11,10,9,11,11,10,11,12,12,12,13,13,13,15,13,15,16,13,13,14,14,16,17,0,0,0,0,0
194,95,5,0,0,0,0,5,8,7,8,7,7,7,8,7,7,6,8,7,7,9,9,8,9,9,7,8,8,7,11,10,10,0,9,10,11,9,10,11,13,12,12,12,12,14,13,15,13,15,13,15,15,15,17,16,15,16,17,16,0,0,0,0,0
195,95,5,0,0,0,0,8,8,8,6,7,7,6,8,8,7,7,8,8,8,7,9,8,9,8,7,10,10,8,9,11,9,0,10,10,12,12,12,10,12,12,12,13,12,14,15,14,15,15,16,14,14,16,15,15,17,17,17,18,0,0,0,0,0
196,126,4,0,0,0,0,13,14,13,13,13,13,14,13,13,12,15,16,14,15,14,16,14,14,14,16,14,15,15,15,19,17,0,17,20,21,21,20,22,21,22,22,21,24,23,24,25,26,27,27,28,28,28,28,28,27,29,28,29,0,0,0,0,0
197,95,5,0,0,0,0,11,9,9,8,10,8,8,10,10,10,8,11,11,12,9,14,9,8,12,11,12,10,10,10,10,12,0,11,12,14,14,12,14,13,14,14,16,15,16,15,16,16,16,19,16,17,17,17,19,20,20,19,18,0,0,0,0,0
198,95,5,0,0,0,0,8,7,10,9,8,9,7,10,9,11,8,11,9,11,10,9,9,9,13,10,11,9,9,10,12,10,0,13,14,13,11,13,13,14,13,14,14,11,16,15,16,15,17,17,18,18,17,18,18,18,21,17,19,0,0,0,0,0
199,95,5,0,0,0,0,7,7,9,7,9,8,8,7,7,7,9,9,9,10,9,9,10,7,10,10,9,10,8,10,9,10,0,12,10,12,10,12,12,14,10,14,12,14,14,14,14,15,17,17,16,15,16,16,17,17,17,17,17,0,0,0,0,0
